sheet,sub_table,missing_marker,count,sample_position,suggested_meaning
Table_G,2,"Investment income,
Direct investment",1,C305,Non-numeric token (inspect manually)
Table_G,2,"Investment income,
Portfolio investment,
Earnings on equity securities",1,D305,Non-numeric token (inspect manually)
Table_G,2,"Investment income,
Portfolio investment,
Earnings on debt securities",1,E305,Non-numeric token (inspect manually)
Table_G,2,"Investment income,
Portfolio investment,
Total",1,F305,Non-numeric token (inspect manually)
Table_G,2,"Investment income,
Other investment",1,G305,Non-numeric token (inspect manually)
Table_G,2,"Investment income,
Reserve assets",1,H305,Non-numeric token (inspect manually)
Table_G,2,"Investment income,
Total",1,I305,Non-numeric token (inspect manually)
Table_G,2,Other primary income,1,J305,Non-numeric token (inspect manually)
Table_G,2,Total balance,1,K305,Non-numeric token (inspect manually)
Table_H,1,(empty),898,I9,Empty cell - series start before/after data window or non-applicable
Table_H,1,"General government,
Payment to EU institutions,
GNI own resource",1,B156,Non-numeric token (inspect manually)
Table_H,1,"General government,
Payment to EU institutions,
GNI adjustments",1,C156,Non-numeric token (inspect manually)
Table_H,1,"General government,
Payment to EU institutions,
Less abatement",1,D156,Non-numeric token (inspect manually)
Table_H,1,"General government,
Payment to EU institutions,
Others",1,E156,Non-numeric token (inspect manually)
Table_H,1,"General government,
Payment to EU institutions,
Withdrawal agreement",1,F156,Non-numeric token (inspect manually)
Table_H,1,"General government,
Other payments",1,G156,Non-numeric token (inspect manually)
Table_H,1,"General government,
Total",1,H156,Non-numeric token (inspect manually)
Table_H,1,"Other sectors,
Payment to EU institutions",1,I156,Non-numeric token (inspect manually)
Table_H,1,"Other sectors,
Other payments",1,J156,Non-numeric token (inspect manually)
Table_H,1,"Other sectors,
Total",1,K156,Non-numeric token (inspect manually)
Table_H,1,Total debits,1,L156,Non-numeric token (inspect manually)
Table_H,2,(empty),325,M158,Empty cell - series start before/after data window or non-applicable
Table_H,2,General government,1,B305,Non-numeric token (inspect manually)
Table_H,2,Other sectors,1,C305,Non-numeric token (inspect manually)
Table_H,2,Total balances,1,D305,Non-numeric token (inspect manually)
Table_H,2,"Total balances,
Of which EU institutions",1,E305,Non-numeric token (inspect manually)
Table_H,3,(empty),1305,F307,Empty cell - series start before/after data window or non-applicable
Table_I,1,(empty),173,N9,Empty cell - series start before/after data window or non-applicable
Table_I,1,"Capital transfers,
Central government,
Debt forgiveness",1,B156,Non-numeric token (inspect manually)
Table_I,1,"Capital transfers,
Central government,
Other capital transfers (project grants)",1,C156,Non-numeric token (inspect manually)
Table_I,1,"Capital transfers,
Central government,
Total",1,D156,Non-numeric token (inspect manually)
Table_I,1,"Capital transfers,
Other sectors,
Debt forgiveness,
Monetary financial institutions",1,E156,Non-numeric token (inspect manually)
Table_I,1,"Capital transfers,
Other sectors,
Debt forgiveness,
Public corporations",1,F156,Non-numeric token (inspect manually)
Table_I,1,"Capital transfers,
Other sectors,
Debt forgiveness,
Total",1,G156,Non-numeric token (inspect manually)
Table_I,1,"Capital transfers,
Other sectors,
Other capital transfers",1,H156,Non-numeric token (inspect manually)
Table_I,1,"Capital transfers,
Other sectors,
Total",1,I156,Non-numeric token (inspect manually)
Table_I,1,"Capital transfers
Total",1,J156,Non-numeric token (inspect manually)
Table_I,1,"Acquisitions of non-produced, non-financial assets",1,K156,Non-numeric token (inspect manually)
Table_I,1,Total Debits,1,L156,Non-numeric token (inspect manually)
Table_I,2,(empty),320,M158,Empty cell - series start before/after data window or non-applicable
Table_I,2,"Capital transfers,
Central government,
Debt forgiveness",1,B305,Non-numeric token (inspect manually)
Table_I,2,"Capital transfers,
Central government,
Other capital transfers",1,C305,Non-numeric token (inspect manually)
Table_I,2,"Capital transfers,
Central government,
Total",1,D305,Non-numeric token (inspect manually)
Table_I,2,"Capital transfers,
Other sectors,
Debt forgiveness",1,E305,Non-numeric token (inspect manually)
Table_I,2,"Capital transfers,
Other sectors,
Other capital transfers",1,F305,Non-numeric token (inspect manually)
Table_I,2,"Capital transfers,
Other sectors,
Total",1,G305,Non-numeric token (inspect manually)
Table_I,2,"Capital transfers,
Total",1,H305,Non-numeric token (inspect manually)
Table_I,2,"Non-produced, non-financial assets",1,I305,Non-numeric token (inspect manually)
Table_I,2,Total balances,1,J305,Non-numeric token (inspect manually)
Table_I,3,(empty),580,K307,Empty cell - series start before/after data window or non-applicable
Table_J,1,(empty),320,M9,Empty cell - series start before/after data window or non-applicable
Table_J,1,"Direct investment in the UK,
Equity capital other than reinvestment of earnings",1,B156,Non-numeric token (inspect manually)
Table_J,1,"Direct investment in the UK,
Reinvestment of earnings",1,C156,Non-numeric token (inspect manually)
Table_J,1,"Direct investment in the UK,
Debt instruments",1,D156,Non-numeric token (inspect manually)
Table_J,1,"Direct investment in the UK,
Total",1,E156,Non-numeric token (inspect manually)
Table_J,1,"Portfolio investment in the UK,
Equity and investment fund shares",1,F156,Non-numeric token (inspect manually)
Table_J,1,"Portfolio investment in the UK,
Debt securities",1,G156,Non-numeric token (inspect manually)
Table_J,1,"Portfolio investment in the UK,
Total",1,H156,Non-numeric token (inspect manually)
Table_J,1,Other investment in the UK,1,I156,Non-numeric token (inspect manually)
Table_J,1,Total investment in the UK,1,J156,Non-numeric token (inspect manually)
Table_J,2,(empty),608,K158,Empty cell - series start before/after data window or non-applicable
Table_J,2,"Net direct investment,
Equity capital other than reinvestment of earnings",1,B305,Non-numeric token (inspect manually)
Table_J,2,"Net direct investment,
Reinvestment of earnings",1,C305,Non-numeric token (inspect manually)
Table_J,2,"Net direct investment,
Debt instruments",1,D305,Non-numeric token (inspect manually)
Table_J,2,"Net direct investment,
Total",1,E305,Non-numeric token (inspect manually)
Table_J,2,"Net portfolio investment,
Equity and investment fund shares",1,F305,Non-numeric token (inspect manually)
Table_J,2,"Net portfolio investment,
Debt securities",1,G305,Non-numeric token (inspect manually)
Table_J,2,"Net portfolio investment,
Total",1,H305,Non-numeric token (inspect manually)
Table_J,2,Financial derivatives and employee stock options,1,I305,Non-numeric token (inspect manually)
Table_J,2,Other net investment,1,J305,Non-numeric token (inspect manually)
Table_J,2,Reserve assets,1,K305,Non-numeric token (inspect manually)
Table_J,2,Total net investment,1,L305,Non-numeric token (inspect manually)
Table_J,3,(empty),290,M307,Empty cell - series start before/after data window or non-applicable
Table_K,1,(empty),21,B154,Empty cell - series start before/after data window or non-applicable
Table_K,1,"Direct investment in the UK,
Equity and investment fund shares",1,B156,Non-numeric token (inspect manually)
Table_K,1,"Direct investment in the UK,
Debt instruments",1,C156,Non-numeric token (inspect manually)
Table_K,1,"Direct investment in the UK,
Total",1,D156,Non-numeric token (inspect manually)
Table_K,1,"Portfolio investment in the UK,
Equity and investment fund shares",1,E156,Non-numeric token (inspect manually)
Table_K,1,"Portfolio investment in the UK,
Debt securities",1,F156,Non-numeric token (inspect manually)
Table_K,1,"Portfolio investment in the UK,
Total",1,G156,Non-numeric token (inspect manually)
Table_K,1,Financial derivatives and employee stock options,1,H156,Non-numeric token (inspect manually)
Table_K,1,Other investment in the UK,1,I156,Non-numeric token (inspect manually)
Table_K,1,Total UK liabilities,1,J156,Non-numeric token (inspect manually)
Table_K,2,(empty),165,K158,Empty cell - series start before/after data window or non-applicable
Table_K,2,"Direct investment,
Equity and investment fund shares",1,B305,Non-numeric token (inspect manually)
Table_K,2,"Direct investment,
Debt instruments",1,C305,Non-numeric token (inspect manually)
Table_K,2,"Direct investment,
Net total",1,D305,Non-numeric token (inspect manually)
Table_K,2,"Portfolio investment,
Equity and investment fund shares",1,E305,Non-numeric token (inspect manually)
Table_K,2,"Portfolio investment,
Debt securities",1,F305,Non-numeric token (inspect manually)
Table_K,2,"Portfolio investment,
Net total",1,G305,Non-numeric token (inspect manually)
Table_K,2,Financial derivatives and employee stock options,1,H305,Non-numeric token (inspect manually)
Table_K,2,Other investment,1,I305,Non-numeric token (inspect manually)
Table_K,2,Reserve assets,1,J305,Non-numeric token (inspect manually)
Table_K,2,Total net investment,1,K305,Non-numeric token (inspect manually)
Table_R1,1,(empty),24,B152,Empty cell - series start before/after data window or non-applicable
Table_R1,1,Trade in goods,1,B154,Non-numeric token (inspect manually)
Table_R1,1,Trade in services,1,C154,Non-numeric token (inspect manually)
Table_R1,1,Total trade,1,D154,Non-numeric token (inspect manually)
Table_R1,1,"Primary income,
Compensation of employees",1,E154,Non-numeric token (inspect manually)
Table_R1,1,"Primary income,
Investment income",1,F154,Non-numeric token (inspect manually)
Table_R1,1,"Primary income,
Other primary income",1,G154,Non-numeric token (inspect manually)
Table_R1,1,"Primary income,
Total",1,H154,Non-numeric token (inspect manually)
Table_R1,1,"Secondary income,
General government",1,I154,Non-numeric token (inspect manually)
Table_R1,1,"Secondary income,
Other sectors",1,J154,Non-numeric token (inspect manually)
Table_R1,1,"Secondary income,
Total",1,K154,Non-numeric token (inspect manually)
Table_R1,1,Current balance,1,L154,Non-numeric token (inspect manually)
Table_R1,1,Capital balance,1,M154,Non-numeric token (inspect manually)
Table_R1,2,(empty),29,B299,Empty cell - series start before/after data window or non-applicable
Table_R1,2,Direct investment,1,B301,Non-numeric token (inspect manually)
Table_R1,2,Portfolio investment,1,C301,Non-numeric token (inspect manually)
Table_R1,2,Financial derivatives (net),1,D301,Non-numeric token (inspect manually)
Table_R1,2,Other investment,1,E301,Non-numeric token (inspect manually)
Table_R1,2,Reserve assets,1,F301,Non-numeric token (inspect manually)
Table_R1,2,Net financial transactions,1,G301,Non-numeric token (inspect manually)
Table_R1,2,Net errors and omissions [note 2],1,H301,Non-numeric token (inspect manually)
Table_R1,3,(empty),715,I303,Empty cell - series start before/after data window or non-applicable
Table_R2,1,(empty),168,M9,Empty cell - series start before/after data window or non-applicable
Table_R2,1,Imports of goods,1,B154,Non-numeric token (inspect manually)
Table_R2,1,Imports of services,1,C154,Non-numeric token (inspect manually)
Table_R2,1,Total imports,1,D154,Non-numeric token (inspect manually)
Table_R2,1,"Primary income,
Compensation of employees",1,E154,Non-numeric token (inspect manually)
Table_R2,1,"Primary income,
Investment income",1,F154,Non-numeric token (inspect manually)
Table_R2,1,"Primary income,
Other primary income",1,G154,Non-numeric token (inspect manually)
Table_R2,1,"Primary income,
Total",1,H154,Non-numeric token (inspect manually)
Table_R2,1,"Secondary income,
Central government",1,I154,Non-numeric token (inspect manually)
Table_R2,1,"Secondary income,
Other sectors",1,J154,Non-numeric token (inspect manually)
Table_R2,1,"Secondary income,
Total",1,K154,Non-numeric token (inspect manually)
Table_R2,1,Total debits,1,L154,Non-numeric token (inspect manually)
Table_R2,2,(empty),168,M156,Empty cell - series start before/after data window or non-applicable
Table_R2,2,Trade in goods,1,B301,Non-numeric token (inspect manually)
Table_R2,2,Trade in services,1,C301,Non-numeric token (inspect manually)
Table_R2,2,Total trade,1,D301,Non-numeric token (inspect manually)
Table_R2,2,"Primary income,
Compensation of employees",1,E301,Non-numeric token (inspect manually)
Table_R2,2,"Primary income,
Investment income",1,F301,Non-numeric token (inspect manually)
Table_R2,2,"Primary income,
Other primary income",1,G301,Non-numeric token (inspect manually)
Table_R2,2,"Primary income,
Total",1,H301,Non-numeric token (inspect manually)
Table_R2,2,"Secondary income,
Central government",1,I301,Non-numeric token (inspect manually)
Table_R2,2,"Secondary income,
Other sectors",1,J301,Non-numeric token (inspect manually)
Table_R2,2,"Secondary income,
Total",1,K301,Non-numeric token (inspect manually)
Table_R2,2,Total balance,1,L301,Non-numeric token (inspect manually)
Table_R2,3,(empty),173,M303,Empty cell - series start before/after data window or non-applicable
Table_R2,3,Trade in goods,1,B448,Non-numeric token (inspect manually)
Table_R2,3,Trade in services,1,C448,Non-numeric token (inspect manually)
Table_R2,3,Total trade,1,D448,Non-numeric token (inspect manually)
Table_R2,3,"Primary income, 
Total",1,E448,Non-numeric token (inspect manually)
Table_R2,3,"Secondary income,
Total",1,F448,Non-numeric token (inspect manually)
Table_R2,3,Current balance,1,G448,Non-numeric token (inspect manually)
Table_R2,4,(empty),858,H450,Empty cell - series start before/after data window or non-applicable
Table_R3,1,(empty),12,B152,Empty cell - series start before/after data window or non-applicable
Table_R3,1,Direct investment,1,B154,Non-numeric token (inspect manually)
Table_R3,1,Portfolio investment,1,C154,Non-numeric token (inspect manually)
Table_R3,1,Financial derivatives (net),1,D154,Non-numeric token (inspect manually)
Table_R3,1,Other investment,1,E154,Non-numeric token (inspect manually)
Table_R3,1,Reserve assets,1,F154,Non-numeric token (inspect manually)
Table_R3,1,Total financial account transactions,1,G154,Non-numeric token (inspect manually)
Table_R3,2,(empty),13,B299,Empty cell - series start before/after data window or non-applicable
Table_R3,2,Direct investment,1,B301,Non-numeric token (inspect manually)
Table_R3,2,Portfolio investment,1,C301,Non-numeric token (inspect manually)
Table_R3,2,Other investment,1,D301,Non-numeric token (inspect manually)
Table_R3,2,Reserve assets,1,E301,Non-numeric token (inspect manually)
Table_R3,2,Total investment income earnings,1,F301,Non-numeric token (inspect manually)
Table_R3,3,(empty),156,G303,Empty cell - series start before/after data window or non-applicable
Table_R3,3,Direct investment,1,B448,Non-numeric token (inspect manually)
Table_R3,3,Portfolio investment,1,C448,Non-numeric token (inspect manually)
Table_R3,3,Financial derivatives,1,D448,Non-numeric token (inspect manually)
Table_R3,3,Other investment,1,E448,Non-numeric token (inspect manually)
Table_R3,3,Total international investment position,1,F448,Non-numeric token (inspect manually)
Table_R3,4,(empty),157,G450,Empty cell - series start before/after data window or non-applicable
Table_R3,4,Direct investment,1,B595,Non-numeric token (inspect manually)
Table_R3,4,Portfolio investment,1,C595,Non-numeric token (inspect manually)
Table_R3,4,Other investment,1,D595,Non-numeric token (inspect manually)
Table_R3,4,Total financial account transactions,1,E595,Non-numeric token (inspect manually)
Table_R3,5,(empty),300,F597,Empty cell - series start before/after data window or non-applicable
Table_R3,5,Direct investment,1,B742,Non-numeric token (inspect manually)
Table_R3,5,Portfolio investment,1,C742,Non-numeric token (inspect manually)
Table_R3,5,Other investment,1,D742,Non-numeric token (inspect manually)
Table_R3,5,Total investment income,1,E742,Non-numeric token (inspect manually)
Table_R3,6,(empty),298,F744,Empty cell - series start before/after data window or non-applicable
Table_R3,6,Direct investment,1,B889,Non-numeric token (inspect manually)
Table_R3,6,Portfolio investment,1,C889,Non-numeric token (inspect manually)
Table_R3,6,Financial derivatives,1,D889,Non-numeric token (inspect manually)
Table_R3,6,Other investment,1,E889,Non-numeric token (inspect manually)
Table_R3,6,Reserve assets,1,F889,Non-numeric token (inspect manually)
Table_R3,6,Total net international investment position,1,G889,Non-numeric token (inspect manually)
Table_R3,7,(empty),12,B1034,Empty cell - series start before/after data window or non-applicable
Table_R3,7,Direct investment,1,B1036,Non-numeric token (inspect manually)
Table_R3,7,Portfolio investment,1,C1036,Non-numeric token (inspect manually)
Table_R3,7,Financial derivatives,1,D1036,Non-numeric token (inspect manually)
Table_R3,7,Other investment,1,E1036,Non-numeric token (inspect manually)
Table_R3,7,Reserve assets,1,F1036,Non-numeric token (inspect manually)
Table_R3,7,Total net financial account transactions,1,G1036,Non-numeric token (inspect manually)
Table_R3,8,(empty),13,B1181,Empty cell - series start before/after data window or non-applicable
Table_R3,8,Direct investment,1,B1183,Non-numeric token (inspect manually)
Table_R3,8,Portfolio investment,1,C1183,Non-numeric token (inspect manually)
Table_R3,8,Other investment,1,D1183,Non-numeric token (inspect manually)
Table_R3,8,Reserve assets,1,E1183,Non-numeric token (inspect manually)
Table_R3,8,Total net investment income earnings,1,F1183,Non-numeric token (inspect manually)
Table_R3,9,(empty),143,G1185,Empty cell - series start before/after data window or non-applicable
