STAT_CODE,STAT_NAME,ITEM_CODE1,ITEM_CODE2,ITEM_CODE3,ITEM_CODE4,ITEM_NAME_EN,ITEM_NAME_KO,DEFINITION,UNIT_NAME,CYCLE,START_TIME,END_TIME,MISSING_MEANING,SIGN_CONVENTION,SOURCE
UK_BoP_Table_C_sub2,영국 경상수지 (EU/non-EU) (부표 2),L864,CA,,,Total imports,경상수지(EU/non-EU 분해),경상수지(EU/non-EU 분해) 보조표의 한 항목 — Table_B 4 하위 + 합계를 거래 상대방 국가군(EU vs non-EU)으로 분해. Brexit(2020-02-01) 후 EU27 기준 재계산. 표준 정의: background/note/24·26 + 23(지리적 분해). (분류: CA-main; 원문 라벨: Total imports),GBP million,Q,1999,2025Q4,"`x` = 비공개·미가용(unavailable, ONS Notes 11번 명시) / 빈 셀 = 시리즈 시작 이전 또는 자료 없음 / GAF [c]/[x]/[z]/[low] 미사용 / legacy `..`·`-` 미사용","Table_B와 동일, EU·non-EU 분해 합산 시 부호 상쇄 가능",13회차 CDID 사전(영문 column_label) + 21회차 LVL3 코드표 + background/note/24·26(EBOPS 서비스 + SITC 상품 EU/non-EU 분해)
UK_BoP_Table_C_sub2,영국 경상수지 (EU/non-EU) (부표 2),L874,CA,,,"Primary income, debits",1차소득,"경상수지(EU/non-EU 분해) 보조표의 한 항목 — Table_B 4 하위 + 합계를 거래 상대방 국가군(EU vs non-EU)으로 분해. Brexit(2020-02-01) 후 EU27 기준 재계산. 표준 정의: background/note/24·26 + 23(지리적 분해). (분류: CA-main; 원문 라벨: Primary income, debits)",GBP million,Q,1999,2025Q4,"`x` = 비공개·미가용(unavailable, ONS Notes 11번 명시) / 빈 셀 = 시리즈 시작 이전 또는 자료 없음 / GAF [c]/[x]/[z]/[low] 미사용 / legacy `..`·`-` 미사용","Table_B와 동일, EU·non-EU 분해 합산 시 부호 상쇄 가능",13회차 CDID 사전(영문 column_label) + 21회차 LVL3 코드표 + background/note/24·26(EBOPS 서비스 + SITC 상품 EU/non-EU 분해)
UK_BoP_Table_C_sub2,영국 경상수지 (EU/non-EU) (부표 2),L85W,CA,,,"Secondary income, debits",2차소득,"경상수지(EU/non-EU 분해) 보조표의 한 항목 — Table_B 4 하위 + 합계를 거래 상대방 국가군(EU vs non-EU)으로 분해. Brexit(2020-02-01) 후 EU27 기준 재계산. 표준 정의: background/note/24·26 + 23(지리적 분해). (분류: CA-main; 원문 라벨: Secondary income, debits)",GBP million,Q,1999,2025Q4,"`x` = 비공개·미가용(unavailable, ONS Notes 11번 명시) / 빈 셀 = 시리즈 시작 이전 또는 자료 없음 / GAF [c]/[x]/[z]/[low] 미사용 / legacy `..`·`-` 미사용","Table_B와 동일, EU·non-EU 분해 합산 시 부호 상쇄 가능",13회차 CDID 사전(영문 column_label) + 21회차 LVL3 코드표 + background/note/24·26(EBOPS 서비스 + SITC 상품 EU/non-EU 분해)
UK_BoP_Table_C_sub2,영국 경상수지 (EU/non-EU) (부표 2),L875,CA,,,Total debits,경상수지(EU/non-EU 분해),경상수지(EU/non-EU 분해) 보조표의 한 항목 — Table_B 4 하위 + 합계를 거래 상대방 국가군(EU vs non-EU)으로 분해. Brexit(2020-02-01) 후 EU27 기준 재계산. 표준 정의: background/note/24·26 + 23(지리적 분해). (분류: CA-main; 원문 라벨: Total debits),GBP million,Q,1999,2025Q4,"`x` = 비공개·미가용(unavailable, ONS Notes 11번 명시) / 빈 셀 = 시리즈 시작 이전 또는 자료 없음 / GAF [c]/[x]/[z]/[low] 미사용 / legacy `..`·`-` 미사용","Table_B와 동일, EU·non-EU 분해 합산 시 부호 상쇄 가능",13회차 CDID 사전(영문 column_label) + 21회차 LVL3 코드표 + background/note/24·26(EBOPS 서비스 + SITC 상품 EU/non-EU 분해)
UK_BoP_Table_C_sub3,영국 경상수지 (EU/non-EU) (부표 3),L87Q,CA,,,Trade in goods,상품무역,경상수지(EU/non-EU 분해) 보조표의 한 항목 — Table_B 4 하위 + 합계를 거래 상대방 국가군(EU vs non-EU)으로 분해. Brexit(2020-02-01) 후 EU27 기준 재계산. 표준 정의: background/note/24·26 + 23(지리적 분해). (분류: CA-main; 원문 라벨: Trade in goods),GBP million,Q,1999,2025Q4,"`x` = 비공개·미가용(unavailable, ONS Notes 11번 명시) / 빈 셀 = 시리즈 시작 이전 또는 자료 없음 / GAF [c]/[x]/[z]/[low] 미사용 / legacy `..`·`-` 미사용","Table_B와 동일, EU·non-EU 분해 합산 시 부호 상쇄 가능",13회차 CDID 사전(영문 column_label) + 21회차 LVL3 코드표 + background/note/24·26(EBOPS 서비스 + SITC 상품 EU/non-EU 분해)
UK_BoP_Table_C_sub3,영국 경상수지 (EU/non-EU) (부표 3),L86M,CA,,,Trade in services,서비스무역,경상수지(EU/non-EU 분해) 보조표의 한 항목 — Table_B 4 하위 + 합계를 거래 상대방 국가군(EU vs non-EU)으로 분해. Brexit(2020-02-01) 후 EU27 기준 재계산. 표준 정의: background/note/24·26 + 23(지리적 분해). (분류: CA-main; 원문 라벨: Trade in services),GBP million,Q,1999,2025Q4,"`x` = 비공개·미가용(unavailable, ONS Notes 11번 명시) / 빈 셀 = 시리즈 시작 이전 또는 자료 없음 / GAF [c]/[x]/[z]/[low] 미사용 / legacy `..`·`-` 미사용","Table_B와 동일, EU·non-EU 분해 합산 시 부호 상쇄 가능",13회차 CDID 사전(영문 column_label) + 21회차 LVL3 코드표 + background/note/24·26(EBOPS 서비스 + SITC 상품 EU/non-EU 분해)
UK_BoP_Table_C_sub3,영국 경상수지 (EU/non-EU) (부표 3),L86I,CA,,,Total trade,상품·서비스 합계,경상수지(EU/non-EU 분해) 보조표의 한 항목 — Table_B 4 하위 + 합계를 거래 상대방 국가군(EU vs non-EU)으로 분해. Brexit(2020-02-01) 후 EU27 기준 재계산. 표준 정의: background/note/24·26 + 23(지리적 분해). (분류: CA-main; 원문 라벨: Total trade),GBP million,Q,1999,2025Q4,"`x` = 비공개·미가용(unavailable, ONS Notes 11번 명시) / 빈 셀 = 시리즈 시작 이전 또는 자료 없음 / GAF [c]/[x]/[z]/[low] 미사용 / legacy `..`·`-` 미사용","Table_B와 동일, EU·non-EU 분해 합산 시 부호 상쇄 가능",13회차 CDID 사전(영문 column_label) + 21회차 LVL3 코드표 + background/note/24·26(EBOPS 서비스 + SITC 상품 EU/non-EU 분해)
UK_BoP_Table_C_sub3,영국 경상수지 (EU/non-EU) (부표 3),L876,CA,,,"Primary income, balance",1차소득,"경상수지(EU/non-EU 분해) 보조표의 한 항목 — Table_B 4 하위 + 합계를 거래 상대방 국가군(EU vs non-EU)으로 분해. Brexit(2020-02-01) 후 EU27 기준 재계산. 표준 정의: background/note/24·26 + 23(지리적 분해). (분류: CA-main; 원문 라벨: Primary income, balance)",GBP million,Q,1999,2025Q4,"`x` = 비공개·미가용(unavailable, ONS Notes 11번 명시) / 빈 셀 = 시리즈 시작 이전 또는 자료 없음 / GAF [c]/[x]/[z]/[low] 미사용 / legacy `..`·`-` 미사용","Table_B와 동일, EU·non-EU 분해 합산 시 부호 상쇄 가능",13회차 CDID 사전(영문 column_label) + 21회차 LVL3 코드표 + background/note/24·26(EBOPS 서비스 + SITC 상품 EU/non-EU 분해)
UK_BoP_Table_C_sub3,영국 경상수지 (EU/non-EU) (부표 3),L86E,CA,,,"Secondary income, balance",2차소득,"경상수지(EU/non-EU 분해) 보조표의 한 항목 — Table_B 4 하위 + 합계를 거래 상대방 국가군(EU vs non-EU)으로 분해. Brexit(2020-02-01) 후 EU27 기준 재계산. 표준 정의: background/note/24·26 + 23(지리적 분해). (분류: CA-main; 원문 라벨: Secondary income, balance)",GBP million,Q,1999,2025Q4,"`x` = 비공개·미가용(unavailable, ONS Notes 11번 명시) / 빈 셀 = 시리즈 시작 이전 또는 자료 없음 / GAF [c]/[x]/[z]/[low] 미사용 / legacy `..`·`-` 미사용","Table_B와 동일, EU·non-EU 분해 합산 시 부호 상쇄 가능",13회차 CDID 사전(영문 column_label) + 21회차 LVL3 코드표 + background/note/24·26(EBOPS 서비스 + SITC 상품 EU/non-EU 분해)
UK_BoP_Table_C_sub3,영국 경상수지 (EU/non-EU) (부표 3),L877,CA,,,Total balance,경상수지(EU/non-EU 분해),경상수지(EU/non-EU 분해) 보조표의 한 항목 — Table_B 4 하위 + 합계를 거래 상대방 국가군(EU vs non-EU)으로 분해. Brexit(2020-02-01) 후 EU27 기준 재계산. 표준 정의: background/note/24·26 + 23(지리적 분해). (분류: CA-main; 원문 라벨: Total balance),GBP million,Q,1999,2025Q4,"`x` = 비공개·미가용(unavailable, ONS Notes 11번 명시) / 빈 셀 = 시리즈 시작 이전 또는 자료 없음 / GAF [c]/[x]/[z]/[low] 미사용 / legacy `..`·`-` 미사용","Table_B와 동일, EU·non-EU 분해 합산 시 부호 상쇄 가능",13회차 CDID 사전(영문 column_label) + 21회차 LVL3 코드표 + background/note/24·26(EBOPS 서비스 + SITC 상품 EU/non-EU 분해)
UK_BoP_Table_C_sub4,영국 경상수지 (EU/non-EU) (부표 4),L87M,CA,,,Exports of goods,경상수지(EU/non-EU 분해),경상수지(EU/non-EU 분해) 보조표의 한 항목 — Table_B 4 하위 + 합계를 거래 상대방 국가군(EU vs non-EU)으로 분해. Brexit(2020-02-01) 후 EU27 기준 재계산. 표준 정의: background/note/24·26 + 23(지리적 분해). (분류: CA-main; 원문 라벨: Exports of goods),GBP million,Q,1999,2025Q4,"`x` = 비공개·미가용(unavailable, ONS Notes 11번 명시) / 빈 셀 = 시리즈 시작 이전 또는 자료 없음 / GAF [c]/[x]/[z]/[low] 미사용 / legacy `..`·`-` 미사용","Table_B와 동일, EU·non-EU 분해 합산 시 부호 상쇄 가능",13회차 CDID 사전(영문 column_label) + 21회차 LVL3 코드표 + background/note/24·26(EBOPS 서비스 + SITC 상품 EU/non-EU 분해)
UK_BoP_Table_C_sub4,영국 경상수지 (EU/non-EU) (부표 4),L855,CA,,,Exports of services,경상수지(EU/non-EU 분해),경상수지(EU/non-EU 분해) 보조표의 한 항목 — Table_B 4 하위 + 합계를 거래 상대방 국가군(EU vs non-EU)으로 분해. Brexit(2020-02-01) 후 EU27 기준 재계산. 표준 정의: background/note/24·26 + 23(지리적 분해). (분류: CA-main; 원문 라벨: Exports of services),GBP million,Q,1999,2025Q4,"`x` = 비공개·미가용(unavailable, ONS Notes 11번 명시) / 빈 셀 = 시리즈 시작 이전 또는 자료 없음 / GAF [c]/[x]/[z]/[low] 미사용 / legacy `..`·`-` 미사용","Table_B와 동일, EU·non-EU 분해 합산 시 부호 상쇄 가능",13회차 CDID 사전(영문 column_label) + 21회차 LVL3 코드표 + background/note/24·26(EBOPS 서비스 + SITC 상품 EU/non-EU 분해)
UK_BoP_Table_C_sub4,영국 경상수지 (EU/non-EU) (부표 4),L84Z,CA,,,Total exports,경상수지(EU/non-EU 분해),경상수지(EU/non-EU 분해) 보조표의 한 항목 — Table_B 4 하위 + 합계를 거래 상대방 국가군(EU vs non-EU)으로 분해. Brexit(2020-02-01) 후 EU27 기준 재계산. 표준 정의: background/note/24·26 + 23(지리적 분해). (분류: CA-main; 원문 라벨: Total exports),GBP million,Q,1999,2025Q4,"`x` = 비공개·미가용(unavailable, ONS Notes 11번 명시) / 빈 셀 = 시리즈 시작 이전 또는 자료 없음 / GAF [c]/[x]/[z]/[low] 미사용 / legacy `..`·`-` 미사용","Table_B와 동일, EU·non-EU 분해 합산 시 부호 상쇄 가능",13회차 CDID 사전(영문 column_label) + 21회차 LVL3 코드표 + background/note/24·26(EBOPS 서비스 + SITC 상품 EU/non-EU 분해)
UK_BoP_Table_C_sub4,영국 경상수지 (EU/non-EU) (부표 4),L87D,CA,,,"Primary income, credits",1차소득,"경상수지(EU/non-EU 분해) 보조표의 한 항목 — Table_B 4 하위 + 합계를 거래 상대방 국가군(EU vs non-EU)으로 분해. Brexit(2020-02-01) 후 EU27 기준 재계산. 표준 정의: background/note/24·26 + 23(지리적 분해). (분류: CA-main; 원문 라벨: Primary income, credits)",GBP million,Q,1999,2025Q4,"`x` = 비공개·미가용(unavailable, ONS Notes 11번 명시) / 빈 셀 = 시리즈 시작 이전 또는 자료 없음 / GAF [c]/[x]/[z]/[low] 미사용 / legacy `..`·`-` 미사용","Table_B와 동일, EU·non-EU 분해 합산 시 부호 상쇄 가능",13회차 CDID 사전(영문 column_label) + 21회차 LVL3 코드표 + background/note/24·26(EBOPS 서비스 + SITC 상품 EU/non-EU 분해)
UK_BoP_Table_C_sub4,영국 경상수지 (EU/non-EU) (부표 4),L84T,CA,,,"Secondary income, credits",2차소득,"경상수지(EU/non-EU 분해) 보조표의 한 항목 — Table_B 4 하위 + 합계를 거래 상대방 국가군(EU vs non-EU)으로 분해. Brexit(2020-02-01) 후 EU27 기준 재계산. 표준 정의: background/note/24·26 + 23(지리적 분해). (분류: CA-main; 원문 라벨: Secondary income, credits)",GBP million,Q,1999,2025Q4,"`x` = 비공개·미가용(unavailable, ONS Notes 11번 명시) / 빈 셀 = 시리즈 시작 이전 또는 자료 없음 / GAF [c]/[x]/[z]/[low] 미사용 / legacy `..`·`-` 미사용","Table_B와 동일, EU·non-EU 분해 합산 시 부호 상쇄 가능",13회차 CDID 사전(영문 column_label) + 21회차 LVL3 코드표 + background/note/24·26(EBOPS 서비스 + SITC 상품 EU/non-EU 분해)
UK_BoP_Table_C_sub4,영국 경상수지 (EU/non-EU) (부표 4),L87E,CA,,,Total credits,경상수지(EU/non-EU 분해),경상수지(EU/non-EU 분해) 보조표의 한 항목 — Table_B 4 하위 + 합계를 거래 상대방 국가군(EU vs non-EU)으로 분해. Brexit(2020-02-01) 후 EU27 기준 재계산. 표준 정의: background/note/24·26 + 23(지리적 분해). (분류: CA-main; 원문 라벨: Total credits),GBP million,Q,1999,2025Q4,"`x` = 비공개·미가용(unavailable, ONS Notes 11번 명시) / 빈 셀 = 시리즈 시작 이전 또는 자료 없음 / GAF [c]/[x]/[z]/[low] 미사용 / legacy `..`·`-` 미사용","Table_B와 동일, EU·non-EU 분해 합산 시 부호 상쇄 가능",13회차 CDID 사전(영문 column_label) + 21회차 LVL3 코드표 + background/note/24·26(EBOPS 서비스 + SITC 상품 EU/non-EU 분해)
UK_BoP_Table_C_sub5,영국 경상수지 (EU/non-EU) (부표 5),L87O,CA,,,Imports of goods,경상수지(EU/non-EU 분해),경상수지(EU/non-EU 분해) 보조표의 한 항목 — Table_B 4 하위 + 합계를 거래 상대방 국가군(EU vs non-EU)으로 분해. Brexit(2020-02-01) 후 EU27 기준 재계산. 표준 정의: background/note/24·26 + 23(지리적 분해). (분류: CA-main; 원문 라벨: Imports of goods),GBP million,Q,1999,2025Q4,"`x` = 비공개·미가용(unavailable, ONS Notes 11번 명시) / 빈 셀 = 시리즈 시작 이전 또는 자료 없음 / GAF [c]/[x]/[z]/[low] 미사용 / legacy `..`·`-` 미사용","Table_B와 동일, EU·non-EU 분해 합산 시 부호 상쇄 가능",13회차 CDID 사전(영문 column_label) + 21회차 LVL3 코드표 + background/note/24·26(EBOPS 서비스 + SITC 상품 EU/non-EU 분해)
UK_BoP_Table_C_sub5,영국 경상수지 (EU/non-EU) (부표 5),L869,CA,,,Imports of services,경상수지(EU/non-EU 분해),경상수지(EU/non-EU 분해) 보조표의 한 항목 — Table_B 4 하위 + 합계를 거래 상대방 국가군(EU vs non-EU)으로 분해. Brexit(2020-02-01) 후 EU27 기준 재계산. 표준 정의: background/note/24·26 + 23(지리적 분해). (분류: CA-main; 원문 라벨: Imports of services),GBP million,Q,1999,2025Q4,"`x` = 비공개·미가용(unavailable, ONS Notes 11번 명시) / 빈 셀 = 시리즈 시작 이전 또는 자료 없음 / GAF [c]/[x]/[z]/[low] 미사용 / legacy `..`·`-` 미사용","Table_B와 동일, EU·non-EU 분해 합산 시 부호 상쇄 가능",13회차 CDID 사전(영문 column_label) + 21회차 LVL3 코드표 + background/note/24·26(EBOPS 서비스 + SITC 상품 EU/non-EU 분해)
UK_BoP_Table_C_sub5,영국 경상수지 (EU/non-EU) (부표 5),L865,CA,,,Total imports,경상수지(EU/non-EU 분해),경상수지(EU/non-EU 분해) 보조표의 한 항목 — Table_B 4 하위 + 합계를 거래 상대방 국가군(EU vs non-EU)으로 분해. Brexit(2020-02-01) 후 EU27 기준 재계산. 표준 정의: background/note/24·26 + 23(지리적 분해). (분류: CA-main; 원문 라벨: Total imports),GBP million,Q,1999,2025Q4,"`x` = 비공개·미가용(unavailable, ONS Notes 11번 명시) / 빈 셀 = 시리즈 시작 이전 또는 자료 없음 / GAF [c]/[x]/[z]/[low] 미사용 / legacy `..`·`-` 미사용","Table_B와 동일, EU·non-EU 분해 합산 시 부호 상쇄 가능",13회차 CDID 사전(영문 column_label) + 21회차 LVL3 코드표 + background/note/24·26(EBOPS 서비스 + SITC 상품 EU/non-EU 분해)
UK_BoP_Table_C_sub5,영국 경상수지 (EU/non-EU) (부표 5),L87F,CA,,,"Primary income, debits",1차소득,"경상수지(EU/non-EU 분해) 보조표의 한 항목 — Table_B 4 하위 + 합계를 거래 상대방 국가군(EU vs non-EU)으로 분해. Brexit(2020-02-01) 후 EU27 기준 재계산. 표준 정의: background/note/24·26 + 23(지리적 분해). (분류: CA-main; 원문 라벨: Primary income, debits)",GBP million,Q,1999,2025Q4,"`x` = 비공개·미가용(unavailable, ONS Notes 11번 명시) / 빈 셀 = 시리즈 시작 이전 또는 자료 없음 / GAF [c]/[x]/[z]/[low] 미사용 / legacy `..`·`-` 미사용","Table_B와 동일, EU·non-EU 분해 합산 시 부호 상쇄 가능",13회차 CDID 사전(영문 column_label) + 21회차 LVL3 코드표 + background/note/24·26(EBOPS 서비스 + SITC 상품 EU/non-EU 분해)
UK_BoP_Table_C_sub5,영국 경상수지 (EU/non-EU) (부표 5),L85X,CA,,,"Secondary income, debits",2차소득,"경상수지(EU/non-EU 분해) 보조표의 한 항목 — Table_B 4 하위 + 합계를 거래 상대방 국가군(EU vs non-EU)으로 분해. Brexit(2020-02-01) 후 EU27 기준 재계산. 표준 정의: background/note/24·26 + 23(지리적 분해). (분류: CA-main; 원문 라벨: Secondary income, debits)",GBP million,Q,1999,2025Q4,"`x` = 비공개·미가용(unavailable, ONS Notes 11번 명시) / 빈 셀 = 시리즈 시작 이전 또는 자료 없음 / GAF [c]/[x]/[z]/[low] 미사용 / legacy `..`·`-` 미사용","Table_B와 동일, EU·non-EU 분해 합산 시 부호 상쇄 가능",13회차 CDID 사전(영문 column_label) + 21회차 LVL3 코드표 + background/note/24·26(EBOPS 서비스 + SITC 상품 EU/non-EU 분해)
UK_BoP_Table_C_sub5,영국 경상수지 (EU/non-EU) (부표 5),L87G,CA,,,Total debits,경상수지(EU/non-EU 분해),경상수지(EU/non-EU 분해) 보조표의 한 항목 — Table_B 4 하위 + 합계를 거래 상대방 국가군(EU vs non-EU)으로 분해. Brexit(2020-02-01) 후 EU27 기준 재계산. 표준 정의: background/note/24·26 + 23(지리적 분해). (분류: CA-main; 원문 라벨: Total debits),GBP million,Q,1999,2025Q4,"`x` = 비공개·미가용(unavailable, ONS Notes 11번 명시) / 빈 셀 = 시리즈 시작 이전 또는 자료 없음 / GAF [c]/[x]/[z]/[low] 미사용 / legacy `..`·`-` 미사용","Table_B와 동일, EU·non-EU 분해 합산 시 부호 상쇄 가능",13회차 CDID 사전(영문 column_label) + 21회차 LVL3 코드표 + background/note/24·26(EBOPS 서비스 + SITC 상품 EU/non-EU 분해)
UK_BoP_Table_C_sub6,영국 경상수지 (EU/non-EU) (부표 6),L87K,CA,,,Trade in goods,상품무역,경상수지(EU/non-EU 분해) 보조표의 한 항목 — Table_B 4 하위 + 합계를 거래 상대방 국가군(EU vs non-EU)으로 분해. Brexit(2020-02-01) 후 EU27 기준 재계산. 표준 정의: background/note/24·26 + 23(지리적 분해). (분류: CA-main; 원문 라벨: Trade in goods),GBP million,Q,1999,2025Q4,"`x` = 비공개·미가용(unavailable, ONS Notes 11번 명시) / 빈 셀 = 시리즈 시작 이전 또는 자료 없음 / GAF [c]/[x]/[z]/[low] 미사용 / legacy `..`·`-` 미사용","Table_B와 동일, EU·non-EU 분해 합산 시 부호 상쇄 가능",13회차 CDID 사전(영문 column_label) + 21회차 LVL3 코드표 + background/note/24·26(EBOPS 서비스 + SITC 상품 EU/non-EU 분해)
UK_BoP_Table_C_sub6,영국 경상수지 (EU/non-EU) (부표 6),L86N,CA,,,Trade in services,서비스무역,경상수지(EU/non-EU 분해) 보조표의 한 항목 — Table_B 4 하위 + 합계를 거래 상대방 국가군(EU vs non-EU)으로 분해. Brexit(2020-02-01) 후 EU27 기준 재계산. 표준 정의: background/note/24·26 + 23(지리적 분해). (분류: CA-main; 원문 라벨: Trade in services),GBP million,Q,1999,2025Q4,"`x` = 비공개·미가용(unavailable, ONS Notes 11번 명시) / 빈 셀 = 시리즈 시작 이전 또는 자료 없음 / GAF [c]/[x]/[z]/[low] 미사용 / legacy `..`·`-` 미사용","Table_B와 동일, EU·non-EU 분해 합산 시 부호 상쇄 가능",13회차 CDID 사전(영문 column_label) + 21회차 LVL3 코드표 + background/note/24·26(EBOPS 서비스 + SITC 상품 EU/non-EU 분해)
UK_BoP_Table_C_sub6,영국 경상수지 (EU/non-EU) (부표 6),L86J,CA,,,Total trade,상품·서비스 합계,경상수지(EU/non-EU 분해) 보조표의 한 항목 — Table_B 4 하위 + 합계를 거래 상대방 국가군(EU vs non-EU)으로 분해. Brexit(2020-02-01) 후 EU27 기준 재계산. 표준 정의: background/note/24·26 + 23(지리적 분해). (분류: CA-main; 원문 라벨: Total trade),GBP million,Q,1999,2025Q4,"`x` = 비공개·미가용(unavailable, ONS Notes 11번 명시) / 빈 셀 = 시리즈 시작 이전 또는 자료 없음 / GAF [c]/[x]/[z]/[low] 미사용 / legacy `..`·`-` 미사용","Table_B와 동일, EU·non-EU 분해 합산 시 부호 상쇄 가능",13회차 CDID 사전(영문 column_label) + 21회차 LVL3 코드표 + background/note/24·26(EBOPS 서비스 + SITC 상품 EU/non-EU 분해)
UK_BoP_Table_C_sub6,영국 경상수지 (EU/non-EU) (부표 6),L87H,CA,,,"Primary income, balance",1차소득,"경상수지(EU/non-EU 분해) 보조표의 한 항목 — Table_B 4 하위 + 합계를 거래 상대방 국가군(EU vs non-EU)으로 분해. Brexit(2020-02-01) 후 EU27 기준 재계산. 표준 정의: background/note/24·26 + 23(지리적 분해). (분류: CA-main; 원문 라벨: Primary income, balance)",GBP million,Q,1999,2025Q4,"`x` = 비공개·미가용(unavailable, ONS Notes 11번 명시) / 빈 셀 = 시리즈 시작 이전 또는 자료 없음 / GAF [c]/[x]/[z]/[low] 미사용 / legacy `..`·`-` 미사용","Table_B와 동일, EU·non-EU 분해 합산 시 부호 상쇄 가능",13회차 CDID 사전(영문 column_label) + 21회차 LVL3 코드표 + background/note/24·26(EBOPS 서비스 + SITC 상품 EU/non-EU 분해)
UK_BoP_Table_C_sub6,영국 경상수지 (EU/non-EU) (부표 6),L86F,CA,,,"Secondary income, balance",2차소득,"경상수지(EU/non-EU 분해) 보조표의 한 항목 — Table_B 4 하위 + 합계를 거래 상대방 국가군(EU vs non-EU)으로 분해. Brexit(2020-02-01) 후 EU27 기준 재계산. 표준 정의: background/note/24·26 + 23(지리적 분해). (분류: CA-main; 원문 라벨: Secondary income, balance)",GBP million,Q,1999,2025Q4,"`x` = 비공개·미가용(unavailable, ONS Notes 11번 명시) / 빈 셀 = 시리즈 시작 이전 또는 자료 없음 / GAF [c]/[x]/[z]/[low] 미사용 / legacy `..`·`-` 미사용","Table_B와 동일, EU·non-EU 분해 합산 시 부호 상쇄 가능",13회차 CDID 사전(영문 column_label) + 21회차 LVL3 코드표 + background/note/24·26(EBOPS 서비스 + SITC 상품 EU/non-EU 분해)
UK_BoP_Table_C_sub6,영국 경상수지 (EU/non-EU) (부표 6),L87I,CA,,,Total balance,경상수지(EU/non-EU 분해),경상수지(EU/non-EU 분해) 보조표의 한 항목 — Table_B 4 하위 + 합계를 거래 상대방 국가군(EU vs non-EU)으로 분해. Brexit(2020-02-01) 후 EU27 기준 재계산. 표준 정의: background/note/24·26 + 23(지리적 분해). (분류: CA-main; 원문 라벨: Total balance),GBP million,Q,1999,2025Q4,"`x` = 비공개·미가용(unavailable, ONS Notes 11번 명시) / 빈 셀 = 시리즈 시작 이전 또는 자료 없음 / GAF [c]/[x]/[z]/[low] 미사용 / legacy `..`·`-` 미사용","Table_B와 동일, EU·non-EU 분해 합산 시 부호 상쇄 가능",13회차 CDID 사전(영문 column_label) + 21회차 LVL3 코드표 + background/note/24·26(EBOPS 서비스 + SITC 상품 EU/non-EU 분해)
UK_BoP_Table_D1_3_sub1,영국 IIP·금융계정·투자소득 — 자산 (부표 1),N2V3,IIP,IIP.DI,,"International investment position, Direct investment",국제투자대조표,IIP 직접투자 — 분기말 잔액(강의 슬라이드 25).,GBP billion,Q,1997,2025Q4,"`x` = 비공개·미가용(unavailable, ONS Notes 11번 명시) / 빈 셀 = 시리즈 시작 이전 또는 자료 없음 / GAF [c]/[x]/[z]/[low] 미사용 / legacy `..`·`-` 미사용",BPM6 자산·부채 증감 기준 — 자산 측 sign_prefix 운영(부호 반전 필요),강의 슬라이드(21·22회차 검증) + 13회차 CDID 사전
UK_BoP_Table_D1_3_sub1,영국 IIP·금융계정·투자소득 — 자산 (부표 1),HHZZ,IIP,IIP.PIF,,"International investment position, Portfolio investment",국제투자대조표,IIP 증권투자 — 분기말 잔액(강의 슬라이드 25).,GBP billion,Q,1997,2025Q4,"`x` = 비공개·미가용(unavailable, ONS Notes 11번 명시) / 빈 셀 = 시리즈 시작 이전 또는 자료 없음 / GAF [c]/[x]/[z]/[low] 미사용 / legacy `..`·`-` 미사용",BPM6 자산·부채 증감 기준 — 자산 측 sign_prefix 운영(부호 반전 필요),강의 슬라이드(21·22회차 검증) + 13회차 CDID 사전
UK_BoP_Table_D1_3_sub1,영국 IIP·금융계정·투자소득 — 자산 (부표 1),JX96,IIP,IIP.FD,,"International investment position, Financial derivatives",국제투자대조표,IIP 파생금융상품 — 분기말 잔액.,GBP billion,Q,1997,2025Q4,"`x` = 비공개·미가용(unavailable, ONS Notes 11번 명시) / 빈 셀 = 시리즈 시작 이전 또는 자료 없음 / GAF [c]/[x]/[z]/[low] 미사용 / legacy `..`·`-` 미사용",BPM6 자산·부채 증감 기준 — 자산 측 sign_prefix 운영(부호 반전 필요),강의 슬라이드(21·22회차 검증) + 13회차 CDID 사전
UK_BoP_Table_D1_3_sub1,영국 IIP·금융계정·투자소득 — 자산 (부표 1),HLXV,IIP,IIP.OI,,"International investment position, Other investment",국제투자대조표,IIP 기타투자 — 분기말 잔액.,GBP billion,Q,1997,2025Q4,"`x` = 비공개·미가용(unavailable, ONS Notes 11번 명시) / 빈 셀 = 시리즈 시작 이전 또는 자료 없음 / GAF [c]/[x]/[z]/[low] 미사용 / legacy `..`·`-` 미사용",BPM6 자산·부채 증감 기준 — 자산 측 sign_prefix 운영(부호 반전 필요),강의 슬라이드(21·22회차 검증) + 13회차 CDID 사전
UK_BoP_Table_D1_3_sub1,영국 IIP·금융계정·투자소득 — 자산 (부표 1),LTEB,IIP,IIP.IR,,"International investment position, Reserve assets",국제투자대조표,IIP 준비자산 — 분기말 잔액.,GBP billion,Q,1997,2025Q4,"`x` = 비공개·미가용(unavailable, ONS Notes 11번 명시) / 빈 셀 = 시리즈 시작 이전 또는 자료 없음 / GAF [c]/[x]/[z]/[low] 미사용 / legacy `..`·`-` 미사용",BPM6 자산·부채 증감 기준 — 자산 측 sign_prefix 운영(부호 반전 필요),강의 슬라이드(21·22회차 검증) + 13회차 CDID 사전
