sheet,sub_table,column_position,column_label,cdid,sign_prefix,unit,table_code,classification,notes,item_code1,item_code2,item_code3,ko_name,ko_definition,source
Table_BX,2,11,"Secondary income, Total",IKBO,false,GBP million / % of GDP,BX,CA-main,4번째 부표는 % of GDP,IKBO,CA,CA.SI.SI_TOT,2차소득 합계,2차소득 합계 — 정부·기타부문의 이전소득 합산(강의 슬라이드 5·14).,강의 슬라이드(21·22회차 검증) + 13회차 CDID 사전
Table_BX,2,12,"Total debits, excl. precious metals",FUT4,false,GBP million / % of GDP,BX,CA-main,4번째 부표는 % of GDP,FUT4,CA,,경상수지 본표(귀금속 제외),,13회차 CDID 사전(영문 column_label) + 21회차 LVL3 코드표 + background/note/26(SITC + BPM6 비통화용 금 §10.13~§10.16)
Table_BX,3,2,"Trade in goods, excl. precious metals",FUT5,false,GBP million / % of GDP,BX,CA-main,4번째 부표는 % of GDP,FUT5,CA,,상품무역,,13회차 CDID 사전(영문 column_label) + 21회차 LVL3 코드표 + background/note/26(SITC + BPM6 비통화용 금 §10.13~§10.16)
Table_BX,3,3,Trade in services,IKBD,false,GBP million / % of GDP,BX,CA-main,4번째 부표는 % of GDP,IKBD,CA,CA.S.S_TOT,서비스무역,서비스수지 합계 — EBOPS 12분류 서비스 거래의 합산(강의 슬라이드 5).,강의 슬라이드(21·22회차 검증) + 13회차 CDID 사전
Table_BX,3,4,"Trade total, excl. precious metals",FUT6,false,GBP million / % of GDP,BX,CA-main,4번째 부표는 % of GDP,FUT6,CA,,경상수지 본표(귀금속 제외),,13회차 CDID 사전(영문 column_label) + 21회차 LVL3 코드표 + background/note/26(SITC + BPM6 비통화용 금 §10.13~§10.16)
Table_BX,3,5,"Primary income, Compensation of employees",IJAJ,false,GBP million / % of GDP,BX,CA-main,4번째 부표는 % of GDP,IJAJ,CA,,1차소득 - 노동소득(보수),,13회차 CDID 사전(영문 column_label) + 21회차 LVL3 코드표 + background/note/26(SITC + BPM6 비통화용 금 §10.13~§10.16)
Table_BX,3,6,"Primary income, Investment income",HBOM,false,GBP million / % of GDP,BX,CA-main,4번째 부표는 % of GDP,HBOM,CA,CA.PI.PI_INV_TOT,1차소득 - 투자소득,투자소득 합계 — 직접·증권·기타·준비자산 투자에서 발생한 소득 합산(강의 슬라이드 25).,강의 슬라이드(21·22회차 검증) + 13회차 CDID 사전
Table_BX,3,7,"Primary income, Other primary income",MT5X,false,GBP million / % of GDP,BX,CA-main,4번째 부표는 % of GDP,MT5X,CA,,1차소득 - 기타,,13회차 CDID 사전(영문 column_label) + 21회차 LVL3 코드표 + background/note/26(SITC + BPM6 비통화용 금 §10.13~§10.16)
Table_BX,3,8,"Primary income, Total",HBOJ,false,GBP million / % of GDP,BX,CA-main,4번째 부표는 % of GDP,HBOJ,CA,CA.PI.PI_TOT,1차소득 합계,1차소득 합계 — 노동소득·투자소득·기타 1차소득 합산(강의 슬라이드 5·9).,강의 슬라이드(21·22회차 검증) + 13회차 CDID 사전
Table_BX,3,9,"Secondary income, Central government",FNSV,false,GBP million / % of GDP,BX,CA-main,4번째 부표는 % of GDP,FNSV,CA,,2차소득 - 중앙정부,,13회차 CDID 사전(영문 column_label) + 21회차 LVL3 코드표 + background/note/26(SITC + BPM6 비통화용 금 §10.13~§10.16)
Table_BX,3,10,"Secondary income, Other sectors",FNTC,false,GBP million / % of GDP,BX,CA-main,4번째 부표는 % of GDP,FNTC,CA,,2차소득 - 기타부문,,13회차 CDID 사전(영문 column_label) + 21회차 LVL3 코드표 + background/note/26(SITC + BPM6 비통화용 금 §10.13~§10.16)
Table_BX,3,11,"Secondary income, Total",IKBP,false,GBP million / % of GDP,BX,CA-main,4번째 부표는 % of GDP,IKBP,CA,CA.SI.SI_TOT,2차소득 합계,2차소득 합계 — 정부·기타부문의 이전소득 합산(강의 슬라이드 5·14).,강의 슬라이드(21·22회차 검증) + 13회차 CDID 사전
Table_BX,3,12,"Current balance, excl. precious metals",FUT7,false,GBP million / % of GDP,BX,CA-main,4번째 부표는 % of GDP,FUT7,CA,,경상수지 합계,,13회차 CDID 사전(영문 column_label) + 21회차 LVL3 코드표 + background/note/26(SITC + BPM6 비통화용 금 §10.13~§10.16)
Table_BX,4,2,"Trade in goods, excl. precious metals",FUT8,false,GBP million / % of GDP,BX,CA-main,4번째 부표는 % of GDP,FUT8,CA,,상품무역,,13회차 CDID 사전(영문 column_label) + 21회차 LVL3 코드표 + background/note/26(SITC + BPM6 비통화용 금 §10.13~§10.16)
Table_BX,4,3,Trade in services,D28K,false,GBP million / % of GDP,BX,CA-main,4번째 부표는 % of GDP,D28K,CA,,서비스무역,,13회차 CDID 사전(영문 column_label) + 21회차 LVL3 코드표 + background/note/26(SITC + BPM6 비통화용 금 §10.13~§10.16)
Table_BX,4,4,"Total trade, excl. precious metals",FUT9,false,GBP million / % of GDP,BX,CA-main,4번째 부표는 % of GDP,FUT9,CA,,상품·서비스 합계,,13회차 CDID 사전(영문 column_label) + 21회차 LVL3 코드표 + background/note/26(SITC + BPM6 비통화용 금 §10.13~§10.16)
Table_BX,4,5,"Primary income,  Total",D28M,false,GBP million / % of GDP,BX,CA-main,4번째 부표는 % of GDP,D28M,CA,,1차소득,,13회차 CDID 사전(영문 column_label) + 21회차 LVL3 코드표 + background/note/26(SITC + BPM6 비통화용 금 §10.13~§10.16)
Table_BX,4,6,"Secondary income, Total",D28N,false,GBP million / % of GDP,BX,CA-main,4번째 부표는 % of GDP,D28N,CA,,2차소득 합계,,13회차 CDID 사전(영문 column_label) + 21회차 LVL3 코드표 + background/note/26(SITC + BPM6 비통화용 금 §10.13~§10.16)
Table_BX,4,7,"Current balance, excl. precious metals",FUU2,false,GBP million / % of GDP,BX,CA-main,4번째 부표는 % of GDP,FUU2,CA,,경상수지 합계,,13회차 CDID 사전(영문 column_label) + 21회차 LVL3 코드표 + background/note/26(SITC + BPM6 비통화용 금 §10.13~§10.16)
Table_C,1,2,Exports of goods,L87S,false,GBP million,C,CA-main,1997-1998 EU 결측 x,L87S,CA,,경상수지(EU/non-EU 분해),,13회차 CDID 사전(영문 column_label) + 21회차 LVL3 코드표 + background/note/24·26(EBOPS 서비스 + SITC 상품 EU/non-EU 분해)
Table_C,1,3,Exports of services,L854,false,GBP million,C,CA-main,1997-1998 EU 결측 x,L854,CA,,경상수지(EU/non-EU 분해),,13회차 CDID 사전(영문 column_label) + 21회차 LVL3 코드표 + background/note/24·26(EBOPS 서비스 + SITC 상품 EU/non-EU 분해)
Table_C,1,4,Total exports,L84Y,false,GBP million,C,CA-main,1997-1998 EU 결측 x,L84Y,CA,,경상수지(EU/non-EU 분해),,13회차 CDID 사전(영문 column_label) + 21회차 LVL3 코드표 + background/note/24·26(EBOPS 서비스 + SITC 상품 EU/non-EU 분해)
Table_C,1,5,"Primary income, credits",L872,false,GBP million,C,CA-main,1997-1998 EU 결측 x,L872,CA,,1차소득,,13회차 CDID 사전(영문 column_label) + 21회차 LVL3 코드표 + background/note/24·26(EBOPS 서비스 + SITC 상품 EU/non-EU 분해)
Table_C,1,6,"Secondary income, credits",L84S,false,GBP million,C,CA-main,1997-1998 EU 결측 x,L84S,CA,,2차소득,,13회차 CDID 사전(영문 column_label) + 21회차 LVL3 코드표 + background/note/24·26(EBOPS 서비스 + SITC 상품 EU/non-EU 분해)
Table_C,1,7,Total credits,L873,false,GBP million,C,CA-main,1997-1998 EU 결측 x,L873,CA,,경상수지(EU/non-EU 분해),,13회차 CDID 사전(영문 column_label) + 21회차 LVL3 코드표 + background/note/24·26(EBOPS 서비스 + SITC 상품 EU/non-EU 분해)
Table_C,2,2,Imports of goods,L87U,false,GBP million,C,CA-main,1997-1998 EU 결측 x,L87U,CA,,경상수지(EU/non-EU 분해),,13회차 CDID 사전(영문 column_label) + 21회차 LVL3 코드표 + background/note/24·26(EBOPS 서비스 + SITC 상품 EU/non-EU 분해)
Table_C,2,3,Imports of services,L868,false,GBP million,C,CA-main,1997-1998 EU 결측 x,L868,CA,,경상수지(EU/non-EU 분해),,13회차 CDID 사전(영문 column_label) + 21회차 LVL3 코드표 + background/note/24·26(EBOPS 서비스 + SITC 상품 EU/non-EU 분해)
Table_C,2,4,Total imports,L864,false,GBP million,C,CA-main,1997-1998 EU 결측 x,L864,CA,,경상수지(EU/non-EU 분해),,13회차 CDID 사전(영문 column_label) + 21회차 LVL3 코드표 + background/note/24·26(EBOPS 서비스 + SITC 상품 EU/non-EU 분해)
Table_C,2,5,"Primary income, debits",L874,false,GBP million,C,CA-main,1997-1998 EU 결측 x,L874,CA,,1차소득,,13회차 CDID 사전(영문 column_label) + 21회차 LVL3 코드표 + background/note/24·26(EBOPS 서비스 + SITC 상품 EU/non-EU 분해)
Table_C,2,6,"Secondary income, debits",L85W,false,GBP million,C,CA-main,1997-1998 EU 결측 x,L85W,CA,,2차소득,,13회차 CDID 사전(영문 column_label) + 21회차 LVL3 코드표 + background/note/24·26(EBOPS 서비스 + SITC 상품 EU/non-EU 분해)
Table_C,2,7,Total debits,L875,false,GBP million,C,CA-main,1997-1998 EU 결측 x,L875,CA,,경상수지(EU/non-EU 분해),,13회차 CDID 사전(영문 column_label) + 21회차 LVL3 코드표 + background/note/24·26(EBOPS 서비스 + SITC 상품 EU/non-EU 분해)
Table_C,3,2,Trade in goods,L87Q,false,GBP million,C,CA-main,1997-1998 EU 결측 x,L87Q,CA,,상품무역,,13회차 CDID 사전(영문 column_label) + 21회차 LVL3 코드표 + background/note/24·26(EBOPS 서비스 + SITC 상품 EU/non-EU 분해)
Table_C,3,3,Trade in services,L86M,false,GBP million,C,CA-main,1997-1998 EU 결측 x,L86M,CA,,서비스무역,,13회차 CDID 사전(영문 column_label) + 21회차 LVL3 코드표 + background/note/24·26(EBOPS 서비스 + SITC 상품 EU/non-EU 분해)
Table_C,3,4,Total trade,L86I,false,GBP million,C,CA-main,1997-1998 EU 결측 x,L86I,CA,,상품·서비스 합계,,13회차 CDID 사전(영문 column_label) + 21회차 LVL3 코드표 + background/note/24·26(EBOPS 서비스 + SITC 상품 EU/non-EU 분해)
Table_C,3,5,"Primary income, balance",L876,false,GBP million,C,CA-main,1997-1998 EU 결측 x,L876,CA,,1차소득,,13회차 CDID 사전(영문 column_label) + 21회차 LVL3 코드표 + background/note/24·26(EBOPS 서비스 + SITC 상품 EU/non-EU 분해)
Table_C,3,6,"Secondary income, balance",L86E,false,GBP million,C,CA-main,1997-1998 EU 결측 x,L86E,CA,,2차소득,,13회차 CDID 사전(영문 column_label) + 21회차 LVL3 코드표 + background/note/24·26(EBOPS 서비스 + SITC 상품 EU/non-EU 분해)
Table_C,3,7,Total balance,L877,false,GBP million,C,CA-main,1997-1998 EU 결측 x,L877,CA,,경상수지(EU/non-EU 분해),,13회차 CDID 사전(영문 column_label) + 21회차 LVL3 코드표 + background/note/24·26(EBOPS 서비스 + SITC 상품 EU/non-EU 분해)
Table_C,4,2,Exports of goods,L87M,false,GBP million,C,CA-main,1997-1998 EU 결측 x,L87M,CA,,경상수지(EU/non-EU 분해),,13회차 CDID 사전(영문 column_label) + 21회차 LVL3 코드표 + background/note/24·26(EBOPS 서비스 + SITC 상품 EU/non-EU 분해)
Table_C,4,3,Exports of services,L855,false,GBP million,C,CA-main,1997-1998 EU 결측 x,L855,CA,,경상수지(EU/non-EU 분해),,13회차 CDID 사전(영문 column_label) + 21회차 LVL3 코드표 + background/note/24·26(EBOPS 서비스 + SITC 상품 EU/non-EU 분해)
Table_C,4,4,Total exports,L84Z,false,GBP million,C,CA-main,1997-1998 EU 결측 x,L84Z,CA,,경상수지(EU/non-EU 분해),,13회차 CDID 사전(영문 column_label) + 21회차 LVL3 코드표 + background/note/24·26(EBOPS 서비스 + SITC 상품 EU/non-EU 분해)
Table_C,4,5,"Primary income, credits",L87D,false,GBP million,C,CA-main,1997-1998 EU 결측 x,L87D,CA,,1차소득,,13회차 CDID 사전(영문 column_label) + 21회차 LVL3 코드표 + background/note/24·26(EBOPS 서비스 + SITC 상품 EU/non-EU 분해)
Table_C,4,6,"Secondary income, credits",L84T,false,GBP million,C,CA-main,1997-1998 EU 결측 x,L84T,CA,,2차소득,,13회차 CDID 사전(영문 column_label) + 21회차 LVL3 코드표 + background/note/24·26(EBOPS 서비스 + SITC 상품 EU/non-EU 분해)
Table_C,4,7,Total credits,L87E,false,GBP million,C,CA-main,1997-1998 EU 결측 x,L87E,CA,,경상수지(EU/non-EU 분해),,13회차 CDID 사전(영문 column_label) + 21회차 LVL3 코드표 + background/note/24·26(EBOPS 서비스 + SITC 상품 EU/non-EU 분해)
Table_C,5,2,Imports of goods,L87O,false,GBP million,C,CA-main,1997-1998 EU 결측 x,L87O,CA,,경상수지(EU/non-EU 분해),,13회차 CDID 사전(영문 column_label) + 21회차 LVL3 코드표 + background/note/24·26(EBOPS 서비스 + SITC 상품 EU/non-EU 분해)
Table_C,5,3,Imports of services,L869,false,GBP million,C,CA-main,1997-1998 EU 결측 x,L869,CA,,경상수지(EU/non-EU 분해),,13회차 CDID 사전(영문 column_label) + 21회차 LVL3 코드표 + background/note/24·26(EBOPS 서비스 + SITC 상품 EU/non-EU 분해)
Table_C,5,4,Total imports,L865,false,GBP million,C,CA-main,1997-1998 EU 결측 x,L865,CA,,경상수지(EU/non-EU 분해),,13회차 CDID 사전(영문 column_label) + 21회차 LVL3 코드표 + background/note/24·26(EBOPS 서비스 + SITC 상품 EU/non-EU 분해)
Table_C,5,5,"Primary income, debits",L87F,false,GBP million,C,CA-main,1997-1998 EU 결측 x,L87F,CA,,1차소득,,13회차 CDID 사전(영문 column_label) + 21회차 LVL3 코드표 + background/note/24·26(EBOPS 서비스 + SITC 상품 EU/non-EU 분해)
Table_C,5,6,"Secondary income, debits",L85X,false,GBP million,C,CA-main,1997-1998 EU 결측 x,L85X,CA,,2차소득,,13회차 CDID 사전(영문 column_label) + 21회차 LVL3 코드표 + background/note/24·26(EBOPS 서비스 + SITC 상품 EU/non-EU 분해)
Table_C,5,7,Total debits,L87G,false,GBP million,C,CA-main,1997-1998 EU 결측 x,L87G,CA,,경상수지(EU/non-EU 분해),,13회차 CDID 사전(영문 column_label) + 21회차 LVL3 코드표 + background/note/24·26(EBOPS 서비스 + SITC 상품 EU/non-EU 분해)
Table_C,6,2,Trade in goods,L87K,false,GBP million,C,CA-main,1997-1998 EU 결측 x,L87K,CA,,상품무역,,13회차 CDID 사전(영문 column_label) + 21회차 LVL3 코드표 + background/note/24·26(EBOPS 서비스 + SITC 상품 EU/non-EU 분해)
Table_C,6,3,Trade in services,L86N,false,GBP million,C,CA-main,1997-1998 EU 결측 x,L86N,CA,,서비스무역,,13회차 CDID 사전(영문 column_label) + 21회차 LVL3 코드표 + background/note/24·26(EBOPS 서비스 + SITC 상품 EU/non-EU 분해)
Table_C,6,4,Total trade,L86J,false,GBP million,C,CA-main,1997-1998 EU 결측 x,L86J,CA,,상품·서비스 합계,,13회차 CDID 사전(영문 column_label) + 21회차 LVL3 코드표 + background/note/24·26(EBOPS 서비스 + SITC 상품 EU/non-EU 분해)
Table_C,6,5,"Primary income, balance",L87H,false,GBP million,C,CA-main,1997-1998 EU 결측 x,L87H,CA,,1차소득,,13회차 CDID 사전(영문 column_label) + 21회차 LVL3 코드표 + background/note/24·26(EBOPS 서비스 + SITC 상품 EU/non-EU 분해)
Table_C,6,6,"Secondary income, balance",L86F,false,GBP million,C,CA-main,1997-1998 EU 결측 x,L86F,CA,,2차소득,,13회차 CDID 사전(영문 column_label) + 21회차 LVL3 코드표 + background/note/24·26(EBOPS 서비스 + SITC 상품 EU/non-EU 분해)
Table_C,6,7,Total balance,L87I,false,GBP million,C,CA-main,1997-1998 EU 결측 x,L87I,CA,,경상수지(EU/non-EU 분해),,13회차 CDID 사전(영문 column_label) + 21회차 LVL3 코드표 + background/note/24·26(EBOPS 서비스 + SITC 상품 EU/non-EU 분해)
Table_D1_3,1,2,"International investment position, Direct investment",N2V3,false,GBP billion,D1.3,IIP,,N2V3,IIP,IIP.DI,국제투자대조표,IIP 직접투자 — 분기말 잔액(강의 슬라이드 25).,강의 슬라이드(21·22회차 검증) + 13회차 CDID 사전
Table_D1_3,1,3,"International investment position, Portfolio investment",HHZZ,false,GBP billion,D1.3,IIP,,HHZZ,IIP,IIP.PIF,국제투자대조표,IIP 증권투자 — 분기말 잔액(강의 슬라이드 25).,강의 슬라이드(21·22회차 검증) + 13회차 CDID 사전
Table_D1_3,1,4,"International investment position, Financial derivatives",JX96,false,GBP billion,D1.3,IIP,,JX96,IIP,IIP.FD,국제투자대조표,IIP 파생금융상품 — 분기말 잔액.,강의 슬라이드(21·22회차 검증) + 13회차 CDID 사전
Table_D1_3,1,5,"International investment position, Other investment",HLXV,false,GBP billion,D1.3,IIP,,HLXV,IIP,IIP.OI,국제투자대조표,IIP 기타투자 — 분기말 잔액.,강의 슬라이드(21·22회차 검증) + 13회차 CDID 사전
Table_D1_3,1,6,"International investment position, Reserve assets",LTEB,false,GBP billion,D1.3,IIP,,LTEB,IIP,IIP.IR,국제투자대조표,IIP 준비자산 — 분기말 잔액.,강의 슬라이드(21·22회차 검증) + 13회차 CDID 사전
Table_D1_3,1,7,"International investment position, Total",HBQA,false,GBP billion,D1.3,IIP,,HBQA,IIP,IIP.IIPA.IIPA_TOT,국제투자대조표,IIP 자산 합계(UK External Assets) — 강의 슬라이드 25.,강의 슬라이드(21·22회차 검증) + 13회차 CDID 사전
Table_D1_3,2,2,"Financial account transactions, Direct investment",N2SV,true,GBP billion,D1.3,IIP,,-N2SV,FA,FA.DI.DI_TOT,대외투자(자산),"직접투자 합계 — 외국기업 경영참가 목적 투자(강의 슬라이드 6, OECD BD4 기준).",강의 슬라이드(21·22회차 검증) + 13회차 CDID 사전
Table_D1_3,2,3,"Financial account transactions, Portfolio investment",HHZC,true,GBP billion,D1.3,IIP,,-HHZC,FA,FA.PIF.PIF_TOT,대외투자(자산),증권투자 합계 — 주식·채권 등 증권 거래(강의 슬라이드 6).,강의 슬라이드(21·22회차 검증) + 13회차 CDID 사전
Table_D1_3,2,4,"Financial account transactions, Financial derivatives (net)",ZPNN,true,GBP billion,D1.3,IIP,,-ZPNN,FA,FA.FD.FD_NET,대외투자(자산),파생금융상품(순) — 강의 슬라이드 6·14의 net financial derivatives 항.,강의 슬라이드(21·22회차 검증) + 13회차 CDID 사전
Table_D1_3,2,5,"Financial account transactions, Other investment",XBMM,true,GBP billion,D1.3,IIP,,-XBMM,FA,FA.OI.OI_TOT,대외투자(자산),기타투자 합계 — 대출·차입·무역신용·예금 등(강의 슬라이드 6).,강의 슬라이드(21·22회차 검증) + 13회차 CDID 사전
Table_D1_3,2,6,"Financial account transactions, Reserve assets",LTCV,true,GBP billion,D1.3,IIP,,-LTCV,FA,FA.IR.IR_TOT,대외투자(자산),준비자산 합계 — 통화당국 보유 외환·금·SDR(강의 슬라이드 6·12).,강의 슬라이드(21·22회차 검증) + 13회차 CDID 사전
Table_D1_3,2,7,"Financial account transactions, Total",HBNR,true,GBP billion,D1.3,IIP,,-HBNR,FA,FA.FA_TOT,대외투자(자산),금융계정 합계(broad) — 강의 슬라이드 14 식 FA = NAFA - NIL + Net derivatives.,강의 슬라이드(21·22회차 검증) + 13회차 CDID 사전
Table_D1_3,3,2,"Investment income earnings, Direct investment",N2QP,false,GBP billion,D1.3,IIP,,N2QP,CA,,대외투자(자산),,13회차 CDID 사전(영문 column_label) + 21회차 LVL3 코드표 + background/note/25(FA 5분류 IIP+FA+투자소득 — BPM6 §6 + Appendix 4)
Table_D1_3,3,3,"Investment income earnings, Portfolio investment",HLYX,false,GBP billion,D1.3,IIP,,HLYX,CA,,대외투자(자산),,13회차 CDID 사전(영문 column_label) + 21회차 LVL3 코드표 + background/note/25(FA 5분류 IIP+FA+투자소득 — BPM6 §6 + Appendix 4)
Table_D1_3,3,4,"Investment income earnings, Other investment",AIOP,false,GBP billion,D1.3,IIP,,AIOP,CA,,대외투자(자산),,13회차 CDID 사전(영문 column_label) + 21회차 LVL3 코드표 + background/note/25(FA 5분류 IIP+FA+투자소득 — BPM6 §6 + Appendix 4)
Table_D1_3,3,5,"Investment income earnings, Reserve assets",HHCB,false,GBP billion,D1.3,IIP,,HHCB,CA,,대외투자(자산),,13회차 CDID 사전(영문 column_label) + 21회차 LVL3 코드표 + background/note/25(FA 5분류 IIP+FA+투자소득 — BPM6 §6 + Appendix 4)
Table_D1_3,3,6,"Investment income earnings, Total",HMBN,false,GBP billion,D1.3,IIP,,HMBN,CA,,대외투자(자산),,13회차 CDID 사전(영문 column_label) + 21회차 LVL3 코드표 + background/note/25(FA 5분류 IIP+FA+투자소득 — BPM6 §6 + Appendix 4)
Table_D4_6,1,2,"International investment position, Direct investment",N2UG,false,GBP billion,D4.6,IIP,,N2UG,IIP,IIP.DI,국제투자대조표,IIP 직접투자 — 분기말 잔액(강의 슬라이드 25).,강의 슬라이드(21·22회차 검증) + 13회차 CDID 사전
Table_D4_6,1,3,"International investment position, Portfolio investment",HLXW,false,GBP billion,D4.6,IIP,,HLXW,IIP,IIP.PIF,국제투자대조표,IIP 증권투자 — 분기말 잔액(강의 슬라이드 25).,강의 슬라이드(21·22회차 검증) + 13회차 CDID 사전
Table_D4_6,1,4,"International investment position, Financial derivatives",JX97,false,GBP billion,D4.6,IIP,,JX97,IIP,IIP.FD,국제투자대조표,IIP 파생금융상품 — 분기말 잔액.,강의 슬라이드(21·22회차 검증) + 13회차 CDID 사전
Table_D4_6,1,5,"International investment position, Other investment",HLYD,false,GBP billion,D4.6,IIP,,HLYD,IIP,IIP.OI,국제투자대조표,IIP 기타투자 — 분기말 잔액.,강의 슬라이드(21·22회차 검증) + 13회차 CDID 사전
Table_D4_6,1,6,"International investment position, Total",HBQB,false,GBP billion,D4.6,IIP,,HBQB,IIP,IIP.IIPL.IIPL_TOT,국제투자대조표,IIP 부채 합계(UK External Liabilities) — 강의 슬라이드 25.,강의 슬라이드(21·22회차 검증) + 13회차 CDID 사전
Table_D4_6,2,2,"Financial account transactions, Direct investment",N2SA,false,GBP billion,D4.6,IIP,,N2SA,FA,FA.DI.DI_TOT,대내투자(부채),"직접투자 합계 — 외국기업 경영참가 목적 투자(강의 슬라이드 6, OECD BD4 기준).",강의 슬라이드(21·22회차 검증) + 13회차 CDID 사전
Table_D4_6,2,3,"Financial account transactions, Portfolio investment",HHZF,false,GBP billion,D4.6,IIP,,HHZF,FA,FA.PIF.PIF_TOT,대내투자(부채),증권투자 합계 — 주식·채권 등 증권 거래(강의 슬라이드 6).,강의 슬라이드(21·22회차 검증) + 13회차 CDID 사전
Table_D4_6,2,4,"Financial account transactions, Other investment",XBMN,false,GBP billion,D4.6,IIP,,XBMN,FA,FA.OI.OI_TOT,대내투자(부채),기타투자 합계 — 대출·차입·무역신용·예금 등(강의 슬라이드 6).,강의 슬라이드(21·22회차 검증) + 13회차 CDID 사전
Table_D4_6,2,5,"Financial account transactions, Total",HBNS,false,GBP billion,D4.6,IIP,,HBNS,FA,FA.FA_TOT,대내투자(부채),금융계정 합계(broad) — 강의 슬라이드 14 식 FA = NAFA - NIL + Net derivatives.,강의 슬라이드(21·22회차 검증) + 13회차 CDID 사전
Table_D4_6,3,2,"Investment income earnings, Direct investment",N2Q4,false,GBP billion,D4.6,IIP,,N2Q4,CA,,대내투자(부채),,13회차 CDID 사전(영문 column_label) + 21회차 LVL3 코드표 + background/note/25(FA 5분류 IIP+FA+투자소득 — BPM6 §6 + Appendix 4)
Table_D4_6,3,3,"Investment income earnings, Portfolio investment",HLZC,false,GBP billion,D4.6,IIP,,HLZC,CA,,대내투자(부채),,13회차 CDID 사전(영문 column_label) + 21회차 LVL3 코드표 + background/note/25(FA 5분류 IIP+FA+투자소득 — BPM6 §6 + Appendix 4)
Table_D4_6,3,4,"Investment income earnings, Other investment",HLZN,false,GBP billion,D4.6,IIP,,HLZN,CA,,대내투자(부채),,13회차 CDID 사전(영문 column_label) + 21회차 LVL3 코드표 + background/note/25(FA 5분류 IIP+FA+투자소득 — BPM6 §6 + Appendix 4)
Table_D4_6,3,5,"Investment income earnings, Total",HMBO,false,GBP billion,D4.6,IIP,,HMBO,CA,,대내투자(부채),,13회차 CDID 사전(영문 column_label) + 21회차 LVL3 코드표 + background/note/25(FA 5분류 IIP+FA+투자소득 — BPM6 §6 + Appendix 4)
Table_D7_9,1,2,"International investment position, Direct investment",MU7O,false,GBP billion,D7.9,IIP,,MU7O,IIP,IIP.DI,국제투자대조표,IIP 직접투자 — 분기말 잔액(강의 슬라이드 25).,강의 슬라이드(21·22회차 검증) + 13회차 CDID 사전
Table_D7_9,1,3,"International investment position, Portfolio investment",CGNH,false,GBP billion,D7.9,IIP,,CGNH,IIP,IIP.PIF,국제투자대조표,IIP 증권투자 — 분기말 잔액(강의 슬라이드 25).,강의 슬라이드(21·22회차 검증) + 13회차 CDID 사전
Table_D7_9,1,4,"International investment position, Financial derivatives",JX98,false,GBP billion,D7.9,IIP,,JX98,IIP,IIP.FD,국제투자대조표,IIP 파생금융상품 — 분기말 잔액.,강의 슬라이드(21·22회차 검증) + 13회차 CDID 사전
Table_D7_9,1,5,"International investment position, Other investment",CGNG,false,GBP billion,D7.9,IIP,,CGNG,IIP,IIP.OI,국제투자대조표,IIP 기타투자 — 분기말 잔액.,강의 슬라이드(21·22회차 검증) + 13회차 CDID 사전
Table_D7_9,1,6,"International investment position, Reserve assets",LTEB,false,GBP billion,D7.9,IIP,,LTEB,IIP,IIP.IR,국제투자대조표,IIP 준비자산 — 분기말 잔액.,강의 슬라이드(21·22회차 검증) + 13회차 CDID 사전
Table_D7_9,1,7,"International investment position, Net investment",HBQC,false,GBP billion,D7.9,IIP,,HBQC,IIP,IIP.NIIP,국제투자대조표,순 국제투자대조표 NIIP = IIPA − IIPL — 강의 슬라이드 11·24·25(NFA 정의).,강의 슬라이드(21·22회차 검증) + 13회차 CDID 사전
Table_D7_9,2,2,"Financial account transactions, Direct investment",MU7M,true,GBP billion,D7.9,IIP,,-MU7M,FA,FA.DI.DI_TOT,순대외투자,"직접투자 합계 — 외국기업 경영참가 목적 투자(강의 슬라이드 6, OECD BD4 기준).",강의 슬라이드(21·22회차 검증) + 13회차 CDID 사전
Table_D7_9,2,3,"Financial account transactions, Portfolio investment",HHZD,true,GBP billion,D7.9,IIP,,-HHZD,FA,FA.PIF.PIF_TOT,순대외투자,증권투자 합계 — 주식·채권 등 증권 거래(강의 슬라이드 6).,강의 슬라이드(21·22회차 검증) + 13회차 CDID 사전
Table_D7_9,2,4,"Financial account transactions, Financial derivatives",ZPNN,true,GBP billion,D7.9,IIP,,-ZPNN,FA,FA.FD.FD_NET,순대외투자,파생금융상품(순) — 강의 슬라이드 6·14의 net financial derivatives 항.,강의 슬라이드(21·22회차 검증) + 13회차 CDID 사전
Table_D7_9,2,5,"Financial account transactions, Other investment",HHYR,true,GBP billion,D7.9,IIP,,-HHYR,FA,FA.OI.OI_TOT,순대외투자,기타투자 합계 — 대출·차입·무역신용·예금 등(강의 슬라이드 6).,강의 슬라이드(21·22회차 검증) + 13회차 CDID 사전
Table_D7_9,2,6,"Financial account transactions, Reserve assets",LTCV,true,GBP billion,D7.9,IIP,,-LTCV,FA,FA.IR.IR_TOT,순대외투자,준비자산 합계 — 통화당국 보유 외환·금·SDR(강의 슬라이드 6·12).,강의 슬라이드(21·22회차 검증) + 13회차 CDID 사전
Table_D7_9,2,7,"Financial account transactions, Net transaction",HBNT,true,GBP billion,D7.9,IIP,,-HBNT,FA,FA.FA_TOT,순대외투자,금융계정 합계(broad) — 강의 슬라이드 14 식 FA = NAFA - NIL + Net derivatives.,강의 슬라이드(21·22회차 검증) + 13회차 CDID 사전
